loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,loan_status,loan_date
5286,8246,Home Loan,269747,17.14,60,Active,2024-10-10
5287,13300,Home Loan,258373,7.16,12,Active,2021-03-03
5288,12978,Personal Loan,437400,9.41,84,Active,2022-03-23
5289,2821,Business Loan,697166,8.98,36,Active,2023-08-22
5290,15025,Business Loan,463037,6.07,12,Active,2021-02-01
5291,8653,Auto Loan,341863,10.91,180,Default,2025-11-30
5292,13647,Business Loan,19605,12.29,60,Active,2022-04-09
5293,8644,Home Loan,709028,17.0,48,Active,2023-03-09
5294,17638,Personal Loan,204114,11.895,60,Active,2022-12-06
5295,13982,Education Loan,776423,12.3,180,Active,2021-06-20
5296,3906,Education Loan,266197,13.17,24,Closed,2021-02-07
5297,10823,Home Loan,73790,16.81,240,Default,2024-07-22
5298,15742,Personal Loan,17130,18.09,240,Closed,2022-01-16
5299,15161,Auto Loan,795259,12.14,120,Active,2025-10-26
5300,285,Home Loan,719696,17.9,48,Active,2023-09-20
5301,6355,Home Loan,200385,11.04,12,Active,2022-02-07
5302,17905,Home Loan,430694,6.04,180,Active,2024-10-01
5303,2980,Personal Loan,628676,12.79,36,Default,2025-05-26
5304,12729,Home Loan,694624,16.79,36,Active,2024-03-14
5305,12830,Personal Loan,676868,5.65,60,Active,2024-10-08
5306,2917,Home Loan,629743,17.99,240,Closed,2022-12-08
5307,4112,Personal Loan,308966,18.38,60,Active,2021-03-08
5308,11763,Personal Loan,299538,9.83,36,Active,2024-11-03
5309,12701,Business Loan,166665,7.74,24,Closed,2021-11-30
5310,667,Business Loan,730576,17.45,12,Default,2024-10-03
5311,7238,Auto Loan,395343,14.47,12,Default,2023-08-23
5312,11304,Home Loan,726335,17.56,180,Active,2021-12-23
5313,14474,Home Loan,759000,11.78,60,Active,2024-03-03
5314,4182,Personal Loan,324358,15.49,84,Closed,2024-05-11
5315,5865,Personal Loan,729690,8.24,48,Active,2021-01-05
5316,11544,Auto Loan,551184,10.56,24,Active,2024-08-29
5317,8332,Home Loan,428267,15.25,24,Active,2023-11-14
5318,18129,Home Loan,171670,6.67,240,Active,2021-10-18
5319,14180,Personal Loan,635837,6.58,120,Active,2025-08-06
5320,11836,Personal Loan,727396,17.3,48,Closed,2021-09-16
5321,354,Personal Loan,325305,8.63,24,Active,2022-10-14
5322,5305,Personal Loan,339066,6.87,84,Active,2022-06-21
5323,19092,Personal Loan,607624,16.41,24,Active,2021-07-21
5324,15541,Business Loan,65470,15.71,24,Active,2024-06-02
5325,13839,Home Loan,257543,12.18,120,Active,2022-10-17
5326,17480,Home Loan,504548,14.07,240,Closed,2024-10-19
5327,958,Home Loan,188204,7.15,24,Closed,2021-05-10
5328,14039,Personal Loan,417001,9.0,60,Closed,2021-06-24
5329,13292,Business Loan,117994,12.05,84,Closed,2025-04-09
5330,19776,Education Loan,748819,12.34,84,Active,2023-07-03
5331,11484,Business Loan,682771,6.5,84,Active,2024-05-05
5332,14010,Home Loan,181497,5.59,12,Active,2022-02-22
5333,4615,Personal Loan,748281,15.36,60,Active,2024-02-06
5334,2282,Home Loan,132555,11.28,12,Closed,2023-01-30
5335,12471,Personal Loan,94357,10.76,24,Closed,2022-04-11
5336,12788,Auto Loan,311826,15.27,48,Active,2021-12-06
5337,4149,Personal Loan,193841,12.19,24,Active,2024-06-29
5338,2407,Personal Loan,526438,6.45,48,Default,2023-02-02
5339,15445,Auto Loan,32307,13.68,180,Active,2023-07-20
5340,18837,Personal Loan,714417,15.43,120,Closed,2024-04-24
5341,16730,Education Loan,548330,7.11,36,Closed,2025-11-29
5342,15350,Home Loan,18313,16.28,120,Active,2024-03-29
5343,9546,Auto Loan,188056,13.17,24,Active,2023-03-20
5344,4441,Auto Loan,499586,6.01,60,Active,2023-12-22
5345,5574,Business Loan,227129,9.09,84,Active,2021-11-12
5346,13758,Education Loan,665371,6.52,84,Closed,2023-05-16
5347,9780,Home Loan,716422,13.56,120,Closed,2024-08-15
5348,12535,Auto Loan,235499,11.76,12,Active,2022-06-24
5349,4292,Auto Loan,24947,13.17,24,Active,2023-08-15
5350,13053,Auto Loan,330301,14.81,240,Closed,2022-11-16
5351,12284,Business Loan,481476,15.35,240,Active,2021-03-01
5352,16914,Home Loan,550612,16.32,240,Active,2022-02-08
5353,14953,Auto Loan,179445,11.0,180,Default,2021-10-05
5354,37,Personal Loan,462611,17.48,48,Closed,2021-06-01
5355,4129,Home Loan,244638,13.86,240,Active,2024-07-20
5356,4335,Auto Loan,115643,6.79,180,Active,2025-09-11
5357,18015,Personal Loan,461708,13.58,24,Default,2021-05-05
5358,17809,Education Loan,564466,16.96,48,Active,2024-05-06
5359,12420,Education Loan,87823,9.2,180,Default,2022-05-12
5360,18028,Home Loan,241405,11.46,60,Closed,2024-08-13
5361,4492,Education Loan,545159,8.98,60,Active,2023-06-10
5362,12990,Business Loan,458443,15.58,48,Closed,2021-05-30
5363,1836,Auto Loan,20998,18.31,12,Active,2023-04-30
5364,5396,Business Loan,389271,13.72,24,Closed,2025-03-29
5365,18950,Home Loan,696442,14.09,12,Active,2023-02-23
5366,10541,Business Loan,660089,7.55,120,Closed,2022-08-10
5367,18117,Business Loan,223176,9.85,60,Active,2022-04-13
5368,3643,Home Loan,422566,10.69,180,Active,2025-03-09
5369,6030,Personal Loan,681176,11.23,48,Active,2021-10-20
5370,16465,Auto Loan,639429,15.59,12,Closed,2025-04-22
5371,15695,Personal Loan,777443,16.05,24,Active,2024-02-18
5372,16826,Business Loan,769204,14.32,36,Closed,2024-10-19
5373,7533,Home Loan,313232,13.18,180,Active,2024-03-01
5374,10651,Home Loan,236150,16.27,180,Active,2023-10-22
5375,9652,Education Loan,313633,11.01,180,Closed,2025-08-07
5376,17588,Home Loan,134627,13.09,24,Active,2023-08-20
5377,17918,Business Loan,345992,12.01,48,Active,2021-12-06
5378,16164,Personal Loan,47755,14.17,36,Active,2023-11-01
5379,2768,Personal Loan,738013,13.99,48,Closed,2022-12-26
5380,946,Auto Loan,123711,8.57,180,Active,2024-05-27
5381,14845,Auto Loan,56717,5.92,180,Active,2025-04-14
5382,17583,Personal Loan,24970,12.84,60,Closed,2021-01-09
5383,5908,Home Loan,547874,18.24,24,Default,2024-09-26
5384,9969,Education Loan,149742,6.83,48,Closed,2022-03-15
5385,13428,Business Loan,97357,10.74,48,Closed,2022-01-09
5386,10708,Business Loan,271714,10.18,60,Active,2025-05-28
5387,7814,Personal Loan,65112,9.55,36,Active,2025-02-28
5388,8782,Personal Loan,266716,15.12,84,Active,2024-06-05
5389,7596,Business Loan,683688,18.11,180,Closed,2024-04-10
5390,2339,Personal Loan,326865,15.02,240,Closed,2022-09-29
5391,14267,Education Loan,246839,9.42,120,Active,2023-02-22
5392,2795,Business Loan,92711,6.12,48,Active,2024-08-30
5393,1338,Home Loan,591486,13.29,60,Active,2022-10-29
5394,12237,Auto Loan,763960,7.51,84,Closed,2024-10-16
5395,1441,Auto Loan,119390,14.24,24,Active,2021-05-09
5396,6884,Personal Loan,659512,18.05,24,Active,2025-01-16
5397,18784,Business Loan,121462,15.71,120,Active,2023-09-08
5398,8654,Business Loan,447836,13.62,12,Active,2024-10-26
5399,19504,Business Loan,207906,18.4,240,Default,2022-10-16
5400,7981,Personal Loan,395415,9.03,48,Closed,2022-06-21
5401,11604,Home Loan,450988,13.9,12,Active,2021-07-31
5402,9727,Home Loan,190524,9.71,60,Active,2021-03-02
5403,5942,Education Loan,73613,5.82,120,Active,2025-08-06
5404,4863,Personal Loan,432762,11.87,60,Active,2023-02-14
5405,3937,Home Loan,779256,16.41,120,Active,2021-04-28
5406,4586,Business Loan,406553,10.48,36,Active,2023-11-26
5407,11143,Personal Loan,146221,9.67,12,Closed,2023-07-02
5408,6102,Home Loan,549578,11.99,60,Active,2022-02-18
5409,12057,Personal Loan,412314,9.25,60,Default,2024-11-04
5410,13963,Personal Loan,79912,14.69,84,Active,2024-07-08
5411,5829,Personal Loan,477885,18.37,180,Active,2021-12-24
5412,6071,Personal Loan,525194,8.46,12,Active,2021-07-25
5413,3500,Home Loan,265305,17.87,48,Active,2024-09-09
5414,13488,Home Loan,710320,17.51,240,Active,2024-05-16
5415,19019,Personal Loan,438187,9.0,24,Active,2024-11-09
5416,7939,Business Loan,254155,11.88,180,Closed,2021-06-11
5417,13896,Business Loan,421122,7.67,240,Active,2025-03-10
5418,19442,Home Loan,474530,11.58,240,Closed,2021-08-14
5419,612,Business Loan,494651,12.82,48,Active,2022-03-23
5420,16865,Personal Loan,243160,13.35,24,Active,2024-05-22
5421,7383,Personal Loan,665739,16.27,120,Active,2021-04-27
5422,11459,Personal Loan,587843,14.39,120,Active,2024-09-14
5423,5760,Business Loan,608689,12.89,48,Active,2023-10-15
5424,13753,Personal Loan,599612,13.61,12,Active,2021-04-14
5425,13162,Home Loan,661277,8.94,84,Active,2025-01-14
5426,13810,Business Loan,678494,11.31,36,Closed,2023-09-11
5427,9532,Business Loan,170777,15.21,24,Default,2021-08-04
5428,14391,Personal Loan,151532,13.9,48,Active,2023-08-01
5429,11336,Personal Loan,776786,15.63,36,Closed,2025-03-11
5430,7467,Home Loan,567299,14.34,180,Closed,2025-03-10
5431,13569,Home Loan,513788,13.96,12,Active,2022-06-27
5432,6645,Home Loan,25803,5.98,60,Default,2023-11-11
5433,9357,Education Loan,654025,9.35,84,Active,2022-10-09
5434,19437,Personal Loan,185674,7.19,60,Closed,2024-09-10
5435,10426,Home Loan,352697,6.04,60,Closed,2025-11-09
5436,3010,Business Loan,304225,17.94,36,Active,2021-03-13
5437,2977,Auto Loan,309190,14.76,48,Active,2022-05-06
5438,14414,Business Loan,645992,15.17,24,Active,2023-11-05
5439,7370,Home Loan,395143,10.63,180,Active,2021-09-10
5440,18927,Business Loan,692896,10.56,12,Default,2023-03-27
5441,10704,Business Loan,719154,6.02,120,Active,2024-02-23
5442,7329,Business Loan,250214,6.17,84,Active,2024-11-20
5443,13935,Education Loan,622471,7.37,36,Closed,2025-04-16
5444,4237,Education Loan,702526,17.89,240,Closed,2024-05-20
5445,18309,Education Loan,266565,9.27,180,Active,2023-04-15
5446,13576,Business Loan,372246,5.62,24,Active,2024-08-30
5447,19371,Personal Loan,632011,17.45,24,Active,2024-08-04
5448,17856,Home Loan,332249,14.93,24,Active,2025-04-02
5449,5999,Home Loan,384591,12.85,240,Closed,2025-07-31
5450,15097,Home Loan,44229,8.04,36,Active,2021-02-22
5451,15189,Business Loan,605201,13.9,120,Default,2025-10-23
5452,6421,Business Loan,416524,9.0,36,Active,2021-02-12
5453,12351,Personal Loan,141075,14.2,48,Default,2023-07-11
5454,17213,Personal Loan,672185,14.67,240,Active,2022-03-11
5455,5980,Personal Loan,680486,9.1,24,Closed,2022-05-01
5456,17484,Personal Loan,140485,8.71,120,Active,2021-04-16
5457,10904,Personal Loan,325666,14.31,120,Closed,2024-10-29
5458,1599,Auto Loan,697115,15.4,24,Closed,2025-08-06
5459,14253,Home Loan,553258,7.51,24,Active,2024-09-02
5460,15698,Personal Loan,622095,18.34,120,Default,2023-07-17
5461,19215,Personal Loan,301717,6.08,12,Active,2024-08-01
5462,1692,Personal Loan,550614,6.69,12,Default,2023-05-22
5463,6075,Education Loan,594162,9.62,48,Active,2021-02-12
5464,9256,Personal Loan,442294,8.32,84,Active,2024-06-15
5465,15337,Personal Loan,765000,6.29,120,Closed,2022-01-01
5466,4428,Home Loan,333170,17.22,36,Closed,2022-08-18
5467,14167,Personal Loan,514731,7.62,180,Active,2025-08-22
5468,5464,Personal Loan,147309,9.33,180,Active,2023-04-13
5469,19981,Business Loan,478044,10.45,36,Active,2022-07-30
5470,13188,Home Loan,728933,5.64,84,Closed,2021-03-25
5471,8218,Home Loan,322190,6.77,60,Closed,2024-04-10
5472,17587,Auto Loan,628749,11.75,120,Closed,2021-11-26
5473,6418,Auto Loan,290105,11.995000000000001,36,Active,2022-08-22
5474,10721,Auto Loan,681215,11.59,120,Active,2021-04-04
5475,8148,Home Loan,84159,14.37,36,Active,2022-01-11
5476,6315,Business Loan,525934,12.97,240,Closed,2022-05-21
5477,19903,Business Loan,243350,12.004999999999999,48,Closed,2023-01-20
5478,14120,Education Loan,742472,18.27,84,Active,2023-01-16
5479,13335,Home Loan,82452,10.56,24,Active,2022-02-04
5480,3403,Education Loan,227967,15.31,12,Active,2024-08-14
5481,11067,Personal Loan,33076,7.97,12,Active,2023-04-01
5482,2374,Home Loan,15880,5.74,120,Active,2022-01-10
5483,5355,Home Loan,52097,17.5,48,Active,2024-11-22
5484,19800,Home Loan,287175,11.12,48,Closed,2024-07-28
5485,5611,Education Loan,264294,12.21,240,Active,2021-10-31
5486,7434,Education Loan,42855,5.99,120,Active,2025-06-06
5487,10219,Home Loan,440796,11.42,84,Default,2021-04-11
5488,13429,Auto Loan,693776,7.06,84,Active,2022-10-03
5489,15208,Home Loan,371395,18.17,180,Active,2024-07-08
5490,18135,Home Loan,396863,9.88,84,Default,2022-02-08
5491,19888,Personal Loan,695163,14.69,12,Active,2022-11-02
5492,19845,Personal Loan,519435,17.66,24,Closed,2025-12-13
5493,5616,Home Loan,505312,12.18,12,Active,2021-10-28
5494,8367,Home Loan,472915,11.99,12,Default,2022-06-01
5495,3134,Personal Loan,394467,15.45,240,Active,2021-08-18
5496,16985,Personal Loan,403600,12.38,12,Closed,2021-06-17
5497,12109,Personal Loan,197319,12.19,24,Active,2022-11-08
5498,2216,Personal Loan,644327,17.23,84,Active,2022-02-01
5499,5134,Personal Loan,708245,8.18,240,Closed,2021-04-28
5500,701,Business Loan,306159,10.25,24,Closed,2021-10-29
5501,4864,Business Loan,120273,14.84,120,Closed,2024-04-24
5502,2058,Personal Loan,314193,12.07,84,Active,2023-12-24
5503,18782,Business Loan,121864,12.72,36,Active,2023-07-04
5504,1975,Home Loan,402548,12.2,36,Active,2022-01-01
5505,15154,Home Loan,11483,5.55,36,Active,2025-12-15
5506,7916,Personal Loan,741401,7.53,36,Closed,2024-02-25
5507,3664,Home Loan,64975,17.37,24,Closed,2024-03-16
5508,16229,Auto Loan,598355,15.28,180,Active,2024-02-10
5509,6779,Auto Loan,666793,10.32,60,Closed,2022-08-29
5510,3214,Business Loan,186140,7.87,240,Closed,2023-06-18
5511,1540,Education Loan,682653,13.12,60,Active,2025-07-12
5512,2947,Personal Loan,786764,9.98,240,Active,2025-12-03
5513,11064,Home Loan,568863,7.69,12,Active,2025-05-06
5514,17046,Home Loan,718521,12.2,12,Closed,2024-03-23
5515,5188,Home Loan,472697,5.74,180,Closed,2023-07-15
5516,9465,Home Loan,147230,11.16,240,Active,2021-05-24
5517,7238,Education Loan,274721,5.59,240,Active,2021-03-06
5518,18854,Personal Loan,697657,14.37,12,Default,2022-02-14
5519,15345,Auto Loan,137212,14.18,84,Closed,2024-05-15
5520,2491,Auto Loan,251271,12.65,84,Closed,2021-07-09
5521,10626,Home Loan,365430,10.77,24,Active,2024-07-20
5522,10810,Home Loan,368250,6.39,60,Active,2023-02-07
5523,11582,Personal Loan,130501,15.38,120,Closed,2022-11-27
5524,1761,Business Loan,147861,8.63,84,Active,2022-02-23
5525,19426,Auto Loan,240306,11.16,180,Active,2021-05-14
5526,16346,Business Loan,401793,7.31,180,Active,2022-12-28
5527,5711,Home Loan,235794,13.24,48,Active,2024-12-02
5528,5841,Personal Loan,723910,13.74,60,Active,2023-04-06
5529,15231,Home Loan,34783,13.22,24,Closed,2024-05-17
5530,17007,Personal Loan,681405,6.46,24,Active,2021-08-04
5531,15031,Home Loan,782902,17.9,180,Active,2025-09-11
5532,1150,Business Loan,759503,12.28,36,Active,2025-11-20
5533,15728,Education Loan,740876,12.11,240,Closed,2024-09-18
5534,7240,Education Loan,643578,13.58,180,Active,2024-09-29
5535,12359,Home Loan,797676,13.23,48,Default,2023-06-04
5536,8707,Personal Loan,312172,8.75,48,Active,2023-07-29
5537,10742,Home Loan,386913,11.28,24,Active,2021-06-09
5538,12220,Business Loan,740007,9.91,12,Active,2024-05-14
5539,9766,Personal Loan,655128,13.77,12,Closed,2023-06-30
5540,3810,Home Loan,582967,7.81,24,Active,2023-08-03
5541,2335,Business Loan,91592,5.99,24,Active,2025-10-21
5542,1352,Home Loan,417665,13.8,48,Closed,2022-04-22
5543,7283,Home Loan,282697,13.38,12,Active,2023-08-15
5544,16409,Personal Loan,496819,16.49,48,Default,2022-08-20
5545,6940,Personal Loan,262606,7.06,120,Closed,2022-09-10
5546,473,Home Loan,45133,14.3,48,Active,2021-02-13
5547,12541,Auto Loan,332998,7.01,24,Active,2022-09-16
5548,15732,Home Loan,232174,6.9,240,Active,2023-03-29
5549,8449,Personal Loan,340384,5.85,60,Active,2025-12-06
5550,19792,Auto Loan,68624,5.83,180,Closed,2023-01-23
5551,14269,Personal Loan,724609,5.86,120,Closed,2023-10-05
5552,9264,Home Loan,106043,16.76,180,Active,2023-07-04
5553,18062,Business Loan,436276,14.51,24,Active,2025-03-16
5554,8362,Auto Loan,610078,8.1,60,Active,2021-02-02
5555,8823,Personal Loan,455396,13.8,84,Active,2021-11-30
5556,11031,Business Loan,556307,10.39,60,Active,2024-04-11
5557,15708,Personal Loan,346390,16.57,180,Closed,2025-09-29
5558,3837,Business Loan,547233,7.73,240,Active,2021-02-14
5559,4043,Business Loan,223473,17.77,60,Closed,2021-02-06
5560,16731,Personal Loan,182539,9.29,180,Active,2021-03-21
5561,12950,Auto Loan,473806,6.49,240,Active,2022-07-04
5562,15694,Personal Loan,256258,9.1,36,Closed,2023-12-14
5563,19895,Education Loan,621422,17.99,48,Closed,2022-08-22
5564,5137,Business Loan,310943,9.8,240,Active,2021-09-11
5565,11575,Auto Loan,290956,12.094999999999999,48,Active,2024-07-10
5566,12089,Personal Loan,774617,8.39,60,Active,2022-08-20
5567,1464,Personal Loan,763171,10.99,84,Default,2024-10-20
5568,18818,Business Loan,575796,9.24,60,Active,2023-12-11
5569,4254,Auto Loan,189243,8.95,240,Closed,2025-03-06
5570,9501,Home Loan,725557,15.99,48,Closed,2025-02-09
5571,10855,Auto Loan,585270,9.71,84,Active,2024-09-29
5572,2939,Home Loan,763700,8.19,120,Closed,2025-12-31
5573,18418,Home Loan,703960,14.42,60,Active,2023-07-22
5574,11604,Business Loan,137028,6.68,240,Active,2025-10-14
5575,16992,Business Loan,97690,8.55,24,Closed,2022-12-27
5576,14721,Auto Loan,474802,14.32,48,Active,2023-11-04
5577,5603,Personal Loan,396276,8.41,48,Active,2021-04-16
5578,5013,Personal Loan,572299,5.8,120,Active,2025-09-19
5579,12259,Personal Loan,447529,15.68,84,Closed,2024-11-15
5580,848,Personal Loan,185058,10.15,84,Active,2022-01-16
5581,9166,Personal Loan,468710,11.58,60,Closed,2022-03-19
5582,12298,Personal Loan,278198,12.74,60,Active,2022-11-17
5583,16736,Home Loan,724192,13.02,24,Default,2021-09-22
5584,12749,Business Loan,340704,5.74,60,Active,2022-01-10
5585,8313,Education Loan,26814,16.19,180,Active,2023-01-22
5586,191,Auto Loan,576498,8.69,36,Closed,2024-09-27
5587,19159,Personal Loan,29022,14.12,48,Closed,2023-01-02
5588,10652,Education Loan,689170,13.98,48,Active,2025-02-06
5589,13489,Home Loan,234187,14.02,240,Active,2024-11-22
5590,9862,Home Loan,114501,17.56,60,Active,2025-06-16
5591,13456,Business Loan,722562,11.44,36,Active,2022-09-05
5592,5644,Business Loan,570378,12.2,84,Closed,2024-12-29
5593,5020,Auto Loan,355304,7.04,48,Closed,2025-03-16
5594,14621,Personal Loan,166796,10.0,84,Active,2021-02-15
5595,9563,Business Loan,188780,5.73,84,Closed,2023-03-18
5596,13261,Auto Loan,70858,9.73,120,Active,2023-07-10
5597,15958,Education Loan,772500,12.03,48,Default,2021-06-10
5598,5120,Auto Loan,273575,11.61,36,Active,2022-07-20
5599,19745,Business Loan,16144,14.28,120,Active,2024-03-28
5600,228,Personal Loan,354231,11.28,240,Active,2022-05-27
5601,116,Home Loan,113275,6.35,240,Closed,2021-09-24
5602,6489,Personal Loan,35303,11.16,36,Active,2021-11-21
5603,14191,Personal Loan,552039,7.4,180,Default,2024-11-06
5604,11092,Home Loan,483742,16.45,240,Active,2023-06-06
5605,10466,Business Loan,333203,12.22,12,Active,2022-02-11
5606,18747,Business Loan,670723,12.97,60,Closed,2021-08-29
5607,18422,Home Loan,376732,10.12,120,Active,2025-07-27
5608,3954,Business Loan,158882,10.3,84,Closed,2022-11-03
5609,13263,Personal Loan,72710,8.5,24,Active,2021-01-04
5610,16795,Personal Loan,196895,15.6,24,Default,2025-10-13
5611,18655,Home Loan,799835,5.67,12,Active,2021-08-10
5612,13967,Home Loan,664575,12.68,84,Active,2024-01-02
5613,15313,Home Loan,764912,7.77,240,Default,2025-03-14
5614,13717,Personal Loan,73722,16.5,240,Active,2023-04-21
5615,9568,Personal Loan,742933,14.29,180,Active,2023-08-19
5616,1484,Home Loan,589820,7.17,36,Closed,2023-09-02
5617,13369,Education Loan,150612,11.02,48,Active,2021-07-06
5618,1736,Personal Loan,245054,11.77,12,Closed,2023-02-19
5619,15182,Home Loan,348566,18.25,12,Active,2025-12-02
5620,12368,Personal Loan,219789,13.5,48,Default,2022-04-21
5621,15946,Auto Loan,564586,15.22,48,Closed,2025-06-03
5622,11455,Personal Loan,345299,14.94,36,Closed,2022-01-21
5623,4068,Personal Loan,196391,11.2,60,Closed,2025-08-22
